issue,num_opinions,cluster,is_centroid
Should the UK provide a safe haven for refugees from oppressive regimes?,2,4,False
Are celebrities good role models?,2,0,False
Should there be a universal basic income?,2,1,False
Should the state pay for early childhood education?,2,3,False
Should cannabis be legalised for medicinal purposes?,2,0,False
"Is more tax needed to cover NHS costs, or should efficiency improvements be made?",2,1,False
Should public services be privatized?,2,1,False
Should the UK be more or less independent from the EU?,2,4,False
Will we have effective treatment for dementia by 2030?,2,0,False
Should the government provide free broadband to everyone?,2,1,False
Does television do more good than harm?,2,0,False
Should tax be raised on fast food?,2,1,False
Should we institute a four-day workweek?,2,1,False
Should there be a carbon tax?,2,1,False
Should we give more money to British farmers?,3,4,False
Should the sale of ivory be banned?,2,2,False
Should drugs be decriminalised?,2,2,False
Should we build more nuclear power stations to reduce greenhouse gas emissions?,2,1,False
Should we continue to increase taxes to fund public spending?,2,1,False
Should we abandon the monarchy and have a non-hereditary head of state?,2,1,False
Should we switch the national currency to the euro?,2,1,False
Should we ban all cars from certain city centre streets?,2,2,False
Should more tax money be spent on educating children or on the National Health Service?,2,3,False
Is it wrong to keep certain kinds of animals as pets?,2,0,False
Should the government require citizens to do a certain amount of community service?,2,1,False
Should the government be subsidizing schools that want to offer sex education?,2,3,False
Should the UK legalise marijuana?,2,4,False
Should we be more concerned about climate change?,2,1,False
Should we raise the age at which people are legally allowed to purchase cigarettes?,2,2,False
Is it right that a company's directors are often the last to suffer a pay cut during a recession?,2,1,False
Should we change the way we measure the cost of living?,2,1,False
Should we continue to subsidize fuel in order to keep costs down for consumers?,2,1,False
Should 16-year-olds be able to vote in general elections?,2,3,False
Should the government subsidize the cost of prescription drugs for all citizens?,2,1,False
Should the UK accept more refugees from war-torn countries?,2,4,False
Should we remove some of the restrictions on the development of artificial intelligence?,2,0,False
Should the government be allowed to subsidise specific industries or businesses?,2,1,False
Should the government put more money into public housing?,2,1,False
Is it right for employers to take into account things like whether or not you have a college degree?,2,0,False
Should the monarchy be replaced by a democratic republic?,2,1,False
Should the UK's laws against hate speech be expanded?,2,4,False
Is the right to free speech more important than the right not to be offended?,2,0,False
Should police officers be able to search people without suspicion?,2,0,False
Should we increase the number of refugee places?,2,1,False
Do people have a moral obligation to give to charity?,2,0,False
"Should we build more coal power stations, so that our children can have the same energy sources as we do?",2,1,False
Should we increase the tax on fuel to help offset carbon emissions?,2,1,False
Should we allow more people to become a citizen?,2,1,False
Should people be allowed to buy medicine at reduced prices on the internet?,2,0,False
Should we stop using the British pound as our currency and switch to the Euro?,2,4,False
Should all parents get paid leave when they have children?,2,3,False
Should the BBC’s licence fee be abolished?,2,4,False
Should the UK accept more Syrian refugees?,2,4,False
Should restaurants and bars be required to provide free tap water to clients?,2,0,False
Are public libraries still needed?,2,1,False
Should we seek to ban all cars?,2,2,False
Should we raise taxes on carbon dioxide-emitting businesses?,2,1,False
Should all universities in the UK be obliged to offer a minimum of 20 percent of places to international students?,2,4,False
Should we ban political campaign advertisements?,2,2,False
Are the benefits of social media greater than the costs?,2,0,False
Is it ever okay to use Facebook to track down someone you used to date?,2,0,False
Should the UK invest in more solar energy projects?,2,4,False
Should the government subsidize some forms of art?,2,1,False
Is it right that some people have more wealth than others?,2,0,False
Should we scrap the monarchy and have an elected head of state?,2,1,False
Should the UK government try to reduce social media ‘addiction’ amongst teenagers?,2,4,False
Should we ban the use of fossil fuels by 2050?,2,2,False
Should the BBC be privatized?,2,4,False
Should the UK legalise cannabis?,2,4,False
Should the UK increase its military spending?,2,4,False
Are the new 5G cell towers safe?,2,0,False
Should it be legal to harvest organs from animals?,1,0,False
Does a free press always lead to a better democracy?,2,0,False
Should there be a cap on executive salaries?,2,1,False
Should we replace all fossil fuel power stations with renewable sources?,2,1,False
Should we ban the use of chemical herbicides and pesticides in agriculture?,2,2,False
Should there be a quota on the number of men and women on the boards of large corporations?,1,1,False
Should we ban the slaughter of farm animals without first stunning them?,2,2,False
Is it reasonable for companies to collect and use our personal data in order to target us with adverts?,2,0,False
"Should we encourage people to buy local goods, rather than imported goods?",2,1,False
Do people have the right to sell a kidney for money?,4,0,False
Is there a compelling case for a new referendum on the EU?,4,4,False
Should it be mandatory to recycle household waste?,4,1,False
Should we ban the use of artificial flavours in food?,4,2,False
Should the government pay for everyone to have a university degree?,4,3,False
Does the Earth's climate need to be actively stabilised?,4,1,False
Should Northern Ireland leave the UK and join the Republic of Ireland?,4,4,False
Should we renationalise the railways?,4,1,False
Is there any value in having a two-tier healthcare system?,4,1,False
"Should the UK adopt a flat tax (all citizens pay the same tax rate, regardless of their income)?",4,4,False
Do we need to encourage people to be more 'mindful'?,4,0,False
Should the UK impose tariffs on goods from nations with lower standards for workers’ rights?,4,4,False
Should the UK use the euro as its currency?,4,4,False
Is it better to have a system of local or national governments?,4,1,False
Should a country like the UK still have a royal family?,4,4,False
Should the UK keep the pound or adopt the Euro?,3,4,False
Should the age for drinking be lowered to 14?,4,2,False
Should the government create a universal basic income for everyone?,4,1,False
Should we have a maximum wage for CEOs?,4,1,False
Should there be an immigration quota for the UK?,4,4,False
Is it acceptable for employers to monitor their employees’ social media accounts?,4,0,False
Should plastic straws be banned?,4,2,False
Is artificial intelligence a threat to humanity?,4,0,False
Should the government spend more money on the arts?,4,1,False
Is a low tax policy the best way to attract business and create jobs?,4,1,False
Should the police be allowed to use facial recognition technology?,4,0,False
Should companies be obliged to report their ethnic pay gap?,4,1,False
Should we allow for-profit companies to fund schools?,4,1,False
Should more public places in the UK provide free Wi-Fi access?,4,4,False
Should the UK ban products that cause global warming?,4,2,False
Should the government subsidize electric cars?,4,1,False
Do children need to be told about how babies are made?,4,3,False
Should parents be allowed to take their children out of school to go on holiday?,3,3,False
Is the NHS good value for money?,4,4,False
Should the government force companies to give more stock to their employees?,4,1,False
"Is it appropriate to have statues of famous historical figures, such as Winston Churchill, in public places?",4,0,False
Should the UK ban the import of wildlife trophies?,4,2,False
Is it okay to use taxpayer money to subsidise the arts?,4,1,False
Is a total ban on fracking better than a partial ban?,4,2,False
Are people less racist today than they were thirty years ago?,4,0,False
Should we allow commercial advertising on public transport?,4,0,False
Should the government use AI systems to automatically monitor the social media accounts of citizens?,1,0,False
Should the UK government use more nuclear power plants as a source of energy?,4,4,False
Is it fair for government departments to share data about you with other organisations?,4,0,False
Should people be allowed to buy and sell illegal drugs like cocaine?,5,2,False
Should parents be required to provide a DNA sample if requested and their child is reported missing?,4,0,False
Should the UK put more effort into improving public transport in urban areas?,5,4,False
Should the government subsidize public transportation?,3,1,False
Should the government require all new cars sold to have the latest autonomous driving technology?,5,0,False
Should social media sites have the right to delete any content that they believe is “offensive”?,5,0,False
Should we ban the sale of all cars that do not run on electric power?,5,2,False
Is it okay to serve alcoholic drinks to children under the age of 16 in restaurants?,1,3,False
Should we raise the smoking age to 21?,5,3,False
Is it a good idea to start work on another runway at an airport in the London area?,5,4,False
Should we ban the sale of certain types of animal fur?,5,2,False
Should all children have to wear helmets on bicycles and while riding horses?,4,3,False
Should we ban genetic engineering?,5,2,False
Should the minimum wage be higher than the Living Wage?,5,1,False
Is the BBC a worthwhile public broadcaster?,5,4,False
Should we replace the term “sexual harassment” with “unwanted sexual attention”?,5,0,False
Is the UK's National Health Service better or worse than the NHS in other countries?,5,4,False
Should we allow the government to charge you a fee if you don’t vote in an election?,5,1,False
"Should the UK have a national day, like Australia Day or Canada Day?",5,4,False
Should cannabis be decriminalised?,5,2,False
Are there too many billionaires in the UK?,4,4,False
Should a country have an elected or unelected Head of State?,5,1,False
Do we need more police officers?,5,1,False
Should people be forced to wear helmets when cycling?,5,0,False
Is it right for the BBC to use public money to fund the production of television shows?,5,4,False
Should the UK government subsidise childcare?,5,4,False
Should we build more wind turbines in the sea?,5,1,False
"Should the UK have unilaterally disarmed, after WW2?",5,4,False
Should we have a separate school system for children of different abilities?,5,3,False
Should people be allowed to vote in person or only online?,4,0,False
Should we legalize the purchase of cannabis?,4,2,False
Do we need to know what our genetic history is?,4,0,False
Is it morally ok for people to own guns?,5,0,False
Should the sale of alcohol be banned?,5,2,False
"Is it wrong for society to give certain people, such as members of royal families, special privileges because of their family status?",5,0,False
Should children under 12 years old be allowed to vote?,5,3,False
Should a tax be placed on the sale of firearms?,4,1,False
Should people be able to keep their own guns for their own protection?,5,0,False
Is austerity necessary to help the UK economy?,4,4,False
Should teachers be allowed to give detention to children aged 12 or below?,5,3,False
Should at least some of the  members of the House of Lords be elected?,4,4,False
Should we eat meat?,5,0,False
Should we do more to stop the rise of microplastics in the environment?,4,2,False
Do we need an immigration system that is much stricter than the one we currently have?,5,1,False
Should we make it harder to buy a gun?,4,2,False
Should we make it easier for people to purchase guns for personal protection?,5,0,False
Is the government doing enough to protect our privacy?,5,0,False
Should we restrict sales of sugary drinks?,5,2,False
Are children’s views about their education important?,5,3,True
Should people have to pay for their social care?,5,1,False
Does austerity work?,5,1,False
Should the government allow people to own guns?,4,0,False
Should people be allowed to live off the grid?,5,0,False
Should we ban the sale of all alcoholic beverages?,5,2,False
Should the government restrict immigration?,5,1,False
Should the government do more to control immigration?,1,1,False
Is a vegan diet optimal for humans?,5,0,False
Should religious groups be allowed to open schools that teach creationism?,4,3,False
Should children be taught philosophy in school?,5,3,False
Should immigration be restricted?,4,2,False
Should the NHS focus more on preventative medicine?,5,4,False
Should the UK allow private-sector organisations to run some parts of the health system?,5,4,False
Should we allow shops to be open 24 hours a day without a license?,4,0,False
Should children under the age of 12 be allowed to walk home from school on their own?,5,3,False
Should there be more restrictions on the sale of alcohol?,1,2,False
Is it ethical to cut down ancient forests in order to grow food for humans?,5,0,False
Should children learn about the Bible in school?,5,3,False
Should we ban the sale of alcohol on New Year's Eve?,5,2,False
Are the government's current plans to reduce air pollution effective?,5,1,False
Are we doing enough to protect the environment?,5,1,False
Should the NHS offer people the right to buy a transplant?,5,4,False
Should the sale of alcohol be restricted?,5,2,False
"Should people be required to buy their own healthcare insurance, as is the case in the USA?",5,0,False
Should the UK government take action to reduce the prevalence of guns and gun ownership in the UK?,5,4,False
Is immigration good for the economy?,5,1,False
Should we change the rules of the House of Commons to make it easier for women and minority ethnic MPs to get elected?,4,4,False
Does everyone have a responsibility to recycle?,5,0,False
Is it ever morally permissible to eat meat?,4,0,False
Should companies be allowed to advertise products that are harmful (such as alcohol and tobacco)?,4,2,False
Is it permissible to use tax-payers money to pay for healthcare for people who have chosen to have cosmetic surgery?,5,0,False
Is it morally acceptable for people to eat meat?,5,0,False
Should the law be changed to make it illegal to own or sell a private gun in the UK?,2,2,False
Should people be fined for drinking alcohol in public places?,2,2,False
Do we need a national curriculum or should schools be free to educate students as they wish?,2,3,False
Should we ban the sale of sugary drinks in all schools?,5,2,False
Should children be educated at home?,5,3,False
Is it appropriate to eat meat?,5,0,False
Should people be allowed to opt out of the national health service?,3,4,False
Do we need an elected House of Lords?,4,4,False
Should there be tighter restrictions on immigration?,2,1,False
Is veganism a morally superior way of eating than other diets?,2,0,False
Should we allow more immigration to boost our economy?,5,1,False
Are there enough fish left in the sea for people to continue eating seafood?,2,0,False
Should we let the private sector compete against the NHS for the provision of medical care?,5,4,False
Should it be illegal to own a gun?,5,2,False
Should the UK government make all the decisions regarding what is taught in school?,4,3,False
Should all schools teach sex education?,5,3,False
Should children be given a weekly allowance?,5,3,False
Is the state doing enough to reduce violent crime?,5,0,False
Is the UK government doing enough to protect the environment?,5,4,False
Is it okay to build on brownfield land (land that was formerly industrial) if that reduces the total amount of green space in a city?,5,0,False
Is it morally permissible to kill animals for food?,5,0,False
Should people have a right to privacy in the UK?,5,4,False
"Should everyone be entitled to at least £10,000 a year income?",5,1,False
Should we ban all cigarettes and make it illegal to smoke?,5,2,False
Should people in the UK be allowed to own firearms?,5,4,False
Do you think a person should be allowed to get married to more than one person at the same time?,5,0,False
Should every school have an age-appropriate sex education program?,5,3,False
Do we need stricter gun control?,5,0,False
Should all schools in the UK be required to teach a religious studies course?,5,3,False
Should the King be allowed to have a TikTok account?,5,0,False
Should we make the majority of the work of the House of Lords elected?,5,4,False
Should we scrap the NHS and replace it with a 'private healthcare system'?,5,4,False
Should people be allowed to access all of their own genetic data?,4,0,False
Should school start at 9am and end at 5pm?,5,3,False
Is the UK’s high national debt a cause for concern?,4,4,False
Should the UK have universal health care?,5,4,False
Should we abolish the House of Lords?,5,4,False
Are vegans making a positive contribution to the world?,5,0,False
Are local authorities doing enough to encourage cycling?,5,1,False
Should we ban the sale of alcohol and cigarettes in public places?,5,2,True
Should children be taught about different religions at school?,5,3,False
Should we allow the sale of private healthcare services?,1,0,False
Should people be allowed to play loud music late at night?,4,0,False
Should adults who want to be married be allowed to marry?,5,3,False
Should we allow the sale of e-cigarettes to under 18s?,5,2,False
Is it ethical for people to eat non-human animals?,5,0,False
Should schools teach about same-sex relationships as part of their sex education?,3,3,False
Should there be a ban on people having guns in their homes?,1,2,False
Is eating meat immoral?,5,0,False
Should cigarettes be made illegal?,5,2,False
Should the House of Lords be elected instead of appointed?,3,4,False
Should the government put more funding into primary school teaching?,5,1,False
Should the education system be reformed?,5,3,False
Is it okay to use animals for food?,4,0,False
Should people be allowed to sue doctors if they think they have received sub-standard treatment?,5,0,False
Should people be allowed to buy private health insurance for themselves and their families?,4,0,False
Should the NHS be privatized?,2,4,False
Should people who are married or in a civil partnership be given special rights and responsibilities in the law?,4,0,False
Should the government restrict the amount of alcohol people can buy?,5,2,False
Should more countries allow their citizens to have the right to die if they wish?,5,0,False
Should young people be allowed to take gap years?,5,3,False
Should anyone be allowed to own a gun?,4,0,False
Was austerity the right policy response to the 2008 financial crisis?,5,1,False
Should people be allowed to sell their own plasma?,5,0,False
Does everyone have a right to free healthcare?,5,0,False
Should we prohibit the sale of alcohol?,3,2,False
Should we ban the sale of tobacco products?,5,2,False
Should we cut the number of Members of Parliament?,5,4,False
Does austerity help or harm the economy?,4,1,False
Should we remove all age restrictions from the sale of tobacco?,5,2,False
Should the UK spend more money on the environment?,5,4,False
Should we introduce more controls on the sale of alcohol and tobacco?,4,2,False
Should children be taught more about the achievements of past civilizations and less about modern society?,4,3,False
Should we continue to make the NHS free at the point of delivery?,5,4,False
Should members of Parliament have to pass a test of basic general knowledge?,4,3,False
Should we have a law that makes it illegal for people to eat meat?,3,2,False
Is austerity the best policy during a recession?,4,1,False
Should we make it illegal to buy and sell alcohol?,5,2,False
Should schools have a dedicated classroom for students who are dyslexic?,5,3,False
Should immigration be reduced or expanded?,4,1,False
Should all children be given a vegetarian diet at school?,5,3,False
Is it OK to eat meat?,4,0,False
Should the UK government provide universal healthcare?,5,4,False
Is it appropriate for the government to restrict immigration?,5,0,False
Is immigration a net positive for a country's economy?,5,1,False
Is there enough regulation to protect workers in the UK?,5,4,False
Should schools be responsible for the welfare of students outside of school hours?,4,3,False
Is it better to be a vegan than to be an omnivore?,5,0,False
Does it matter that the number of women elected to the House of Commons is significantly lower than the number of men?,4,4,False
"Should more emphasis be placed on teaching the history and values of the nation, as opposed to the history and values of other nations?",5,3,False
Is the UK doing enough to reduce its impact on the environment?,4,4,False
Is it okay for supermarkets to sell products containing meat from non-human animals?,5,0,False
Should people be allowed to own and keep guns in their homes?,5,0,False
Should the UK have nationalized healthcare?,1,4,False
Should we require people to submit to a mandatory national health insurance program?,5,1,False
Should we allow people to carry guns in public?,1,0,False
Should people be allowed to be self-employed at 16 years old?,5,3,False
Is the government doing enough to combat the spread of antibiotic-resistant bacteria?,5,0,False
Should it be compulsory for people to have private medical insurance?,5,1,False
Should we ban the sale of tobacco and/or alcohol?,5,2,False
Will austerity reduce UK debt?,5,4,False
Should all people in the UK be required to pay taxes to support a national healthcare system?,5,4,False
Should the UK change the way the House of Lords is constituted?,5,4,False
Should the police be able to carry guns?,5,0,False
Are vegan and vegetarian diets good for your health?,5,0,False
Should the government restrict the sale of alcohol to 18 and over?,5,2,False
Should we reform the NHS so that patients have more say over their care?,5,4,False
Should all students be required to pass a swimming test before they graduate from high school?,5,3,False
Should the House of Lords be abolished?,4,4,False
Should there be a greater number of restrictions on which people are allowed to buy alcohol?,4,2,False
Should all food be vegetarian?,5,0,False
Does the government need to do more to protect people from the sun’s UV rays?,1,1,False
Would it be a good idea to have rules that make it mandatory for all children to have at least an hour per day of physical activity?,5,3,False
Should the UK government require the teaching of religion in schools?,4,3,False
Should we continue to have an unelected House of Lords?,5,4,False
Should we spend more on protecting the environment?,5,1,False
Should people in the UK be allowed to carry non-lethal weapons for self-defence?,5,4,False
Is it wrong to eat meat?,5,0,False
Should the government ban the sale of electronic cigarettes?,5,2,False
Should people have a right to eat whatever they like?,4,0,False
Is the government doing enough to protect the environment?,4,1,False
Should people have a legal duty to recycle?,5,0,False
Should we make it easier for immigrants to become citizens?,5,3,False
Is it necessary to regulate and monitor personal health data to prevent another global pandemic?,4,0,False
Should Britain's National Parks be managed by private companies?,5,4,False
Should young children be taught about a God?,5,3,False
Would a national lottery help solve Britain’s financial problems?,5,4,False
Is it ok for the government to ban the sale of cigarettes?,5,2,False
Should every adult be required to work a set number of hours every year to help with community projects?,4,3,False
Has the government done enough to protect the environment?,5,1,False
Is it acceptable to ban the sale of cigarettes and other tobacco products?,4,2,False
Are we doing enough to combat terrorism?,3,0,False
Is “austerity” necessary to fix the UK’s budget deficit?,5,4,False
Should every child in the UK have access to an arts education?,4,3,False
"Should the government limit access to gambling, alcohol, tobacco, and sugar-sweetened beverages?",3,2,False
Should we restrict immigration of people from the European Union?,1,4,False
Should all children be automatically registered with a religion?,4,3,False
Is it okay to eat a meat diet?,5,0,False
Should we ban the sale of large fizzy drinks over the counter in UK stores?,5,2,False
Should the devolved nations be able to control immigration policy?,5,4,False
Should we allow mass immigration?,4,1,False
Should anyone be allowed to legally carry a concealed firearm?,5,0,False
Should students be assessed on how well they collaborate with their peers?,4,3,False
Is a vegan diet better for the environment than a meat-eater’s diet?,4,0,False
Is it morally acceptable to eat meat?,4,0,False
Should the state be allowed to make laws banning the sale of products based on their nutritional content?,5,2,False
Should we allow private healthcare to flourish in the UK?,5,4,False
Should children be allowed to use computers in class?,4,3,False
Should we prohibit the sale of alcohol on public holidays?,4,2,False
Is it right to eat meat?,5,0,False
Should students be taught financial literacy in school?,5,3,False
Should cosmetic surgery be more accessible?,4,0,False
Should we all become vegan?,1,0,False
Should we make more effort to protect and improve the environment for endangered species?,4,1,False
Should there be a legal duty for people to look out for their neighbours?,5,0,False
Is it okay to eat insects?,5,0,False
Should we be doing more to protect wild species?,3,1,False
Should we allow children as young as six to be left at home alone?,5,3,False
Is it a good idea for the government to try to encourage us to live more environmentally friendly lifestyles?,4,1,False
Should we ban the production and sale of tobacco?,5,2,False
Should the government fund basic science research?,5,1,False
Should the government fund a high-speed rail line from London to Birmingham?,5,4,False
Should a country have a strong military?,5,1,False
Should we increase taxes on property owners?,5,1,False
Is the Royal family a net positive for society?,5,0,False
Is the global north at risk from the avian flu?,5,0,False
Is the United Kingdom the best country in the world?,5,4,False
Should there be union representation in management and boards?,5,1,False
Is the UK too dependent on oil?,5,4,False
Should the minimum wage be increased to match inflation?,5,1,False
Should we remove statues of people who did or said racist things in the past?,5,2,False
"Is it a good idea for the UK to invest heavily in renewable energy, like wind and solar power?",5,4,False
"Should we let everyone vote on everything, even if they don't know what they're voting for?",4,3,False
Should we cut taxes?,5,1,False
Should the government increase taxes on the wealthy?,3,1,False
